image,caption_number,caption,id
7173234758.jpg,4,Một người đàn ông tại một sân tennis chơi tennis,29895
7197674214.jpg,0,Một cầu thủ bóng đá trong White Kicks một quả bóng như một cầu thủ bóng đá khác phổi về phía quả bóng và cầu thủ bóng đá thứ ba theo màu đỏ theo sát,29935
7197674214.jpg,1,Hai cầu thủ bóng đá đuổi theo sau một thành viên của đội đối thủ đang cố gắng để kiểm soát bóng,29935
7197674214.jpg,2,Một cầu thủ bóng đá tìm cách điều động xung quanh thủ môn đối nghịch người đang lặn để ăn cắp,29935
7197674214.jpg,3,Ba cầu thủ bóng đá đang hoạt động trên một cánh đồng trong khi khán giả xem,29935
7197674214.jpg,4,Ba người đàn ông theo đuổi một quả bóng đá trong khi một đám đông mọi người xem,29935
7252718418.jpg,0,Một cô bé đáng yêu với bím tóc và kính sắp bước vào một chiếc bóng chày,29999
7252718418.jpg,1,Một cô gái nhỏ bé besectacled cố gắng đánh một quả bóng mềm từ một tee đứng tự do,29999
7252718418.jpg,2,Một cô gái đuôi heo non đang vung dơi của mình tại một quả bóng trên một bài viết,29999
7252718418.jpg,3,Một cô bé trên sân bóng chày đang đung đưa vào một quả bóng chày trên tee,29999
7252718418.jpg,4,Một cô bé đang chơi bóng T,29999
7278633600.jpg,0,Một cậu bé chơi bóng đá đi cho một cú đánh đầu khi đối thủ của mình nhìn từ băng ghế dự bị,30026
7278633600.jpg,1,Một cầu thủ bóng đá mặc một bộ đồng phục màu đỏ đi lên cho một tiêu đề,30026
7278633600.jpg,2,Guy mặc đồng phục màu đỏ nảy một quả bóng đá ra khỏi đầu mình,30026
7278633600.jpg,3,Một cầu thủ bóng đá trong một đồng phục màu đỏ mang bóng,30026
7278633600.jpg,4,Một anh chàng hành động với đầu của mình trong một trận bóng đá,30026
7295359360.jpg,0,Người đàn ông chơi cho một đội bóng chày với chiếc mũ bảo vệ màu xanh và đồng phục bóng chày chơi cho Nam Carolina đang vung dơi và bỏ lỡ bóng,30053
7295359360.jpg,1,Một sân bóng chày ở Nam Carolina nơi người đập màu trắng và màu xanh và đang bị bốn người đàn ông khác xem,30053
7295359360.jpg,2,Một người đàn ông bóng chày đang chơi bóng chày và đánh bóng chày trong khi người đàn ông khác nhìn vào,30053
7295359360.jpg,3,Một cầu thủ bóng chày Đại học Nam Carolina đánh một quả bóng với một con dơi,30053
7295359360.jpg,4,Một người chơi đung đưa và thiếu một quả bóng chày,30053
7309159954.jpg,0,Một người đánh bóng bóng đá Mỹ sắp đá bóng đến đội tiếp nhận với phần còn lại của đội của mình đang chạy phía sau anh ta,30072
7309159954.jpg,1,Một người đánh bóng bóng đá với một chiếc áo trắng và đỏ sắp đặt một cú đá và đồng đội của mình đang đuổi theo sau quả bóng,30072
7309159954.jpg,2,Các cầu thủ bóng đá mặc đồng phục trắng đỏ và đen chạy xuống sân bằng đường yard,30072
7309159954.jpg,3,Một đội bóng đá chạy xuống sân với tiền vệ làm cho cú đá,30072
7309159954.jpg,4,Một đội bóng đá đang chạy khi người đá chạm bóng đá bằng chân,30072
7309432042.jpg,0,Ba người đàn ông với chiếc áo xanh cố gắng ghi bàn thắng trong bóng đá so với đội khác trong áo trắng và thủ môn của họ về màu xanh lá cây,30074
7309432042.jpg,1,Một sân bóng đá nơi thủ môn đang mặc một chiếc áo xanh vừa mới bắt bóng,30074
7309432042.jpg,2,Một thủ môn bắt quả bóng trong một trò chơi bóng đá trong một sân vận động với ghế trống,30074
7309432042.jpg,3,Một thủ môn bóng đá nhảy lên để cứu bóng khỏi mạng,30074
7309432042.jpg,4,Một thủ môn bóng đá trong không khí sau khi bắt bóng đá,30074
7393977570.jpg,0,Hai cầu thủ bóng đá nhảy lên không trung như một cầu thủ trên đội đối thủ di chuyển về phía họ,30172
7393977570.jpg,1,Hai cầu thủ phòng ngự nhảy lên không trung để chặn vượt qua tiền vệ,30172
7393977570.jpg,2,Các cầu thủ bóng đá đang ăn mừng như một thành viên nhóm đối lập,30172
7393977570.jpg,3,Các cầu thủ bóng đá đang chạy để có được bóng,30172
7393977570.jpg,4,Bốn cầu thủ bóng đá trẻ ở giữa chơi,30172
7589467042.jpg,0,Năm người đàn ông chơi một trò chơi bóng rổ cạnh tranh với người đàn ông trong chiếc xe tăng màu đen và quần short đen sở hữu bóng,30423
7589467042.jpg,1,Một thành viên của đội bóng rổ thanh niên Blue Devils kiểm soát một quả bóng trong một trò chơi chống lại các cuộc thập tự chinh,30423
7589467042.jpg,2,Một nhóm thanh thiếu niên trong một loạt các cơ động áo để kiểm soát một quả bóng rổ,30423
7589467042.jpg,3,Một số chàng trai đang chơi bóng rổ trên một toà án,30423
7589467042.jpg,4,Một trận bóng rổ giữa hai trường,30423
7600282242.jpg,0,Một người đàn ông mặc đồng phục trắng và đen đang cố gắng đánh bóng chày,30446
7600282242.jpg,1,Một cầu thủ bóng chày đang đung đưa vào một quả bóng chày được ném bởi một người ném bóng,30446
7600282242.jpg,2,Một cầu thủ bóng chày vung dơi của mình để đánh một quả bóng chày du lịch,30446
7600282242.jpg,3,Một người đánh bóng đang sẵn sàng để đánh bóng đến với anh ta,30446
7600282242.jpg,4,Một cầu thủ bóng chày đung đưa một con dơi tại một quả bóng sắp tới,30446
761000714.jpg,0,Một nhóm trẻ em hai đội riêng biệt xanh và đỏ chơi bóng đá,30461
761000714.jpg,1,Những đứa trẻ trẻ chơi bóng đá trên một cánh đồng tươi tốt xanh,30461
761000714.jpg,2,Năm đứa trẻ trẻ đuổi theo một quả bóng đá,30461
761000714.jpg,3,Năm đứa trẻ chơi bóng đá,30461
761000714.jpg,4,Những đứa trẻ chơi bóng đá,30461
7652712058.jpg,0,Một trò chơi bóng đá với đội áo sọc xanh cố gắng ghi bàn thắng so với đội áo đỏ khi đội áo đỏ bảo vệ,30520
7652712058.jpg,1,Một trò chơi bóng đá đang được tiến hành giữa đội màu đỏ và xanh và đội màu xanh,30520
7652712058.jpg,2,Hình ảnh một trận bóng đá từ Thế vận hội London,30520
7652712058.jpg,3,Một sân vận động gần như đầy đủ của mọi người đang xem một trận bóng đá,30520
7652712058.jpg,4,Cầu thủ bóng đá Olympic đang chơi một trận đấu,30520
7677915788.jpg,0,Một bàn thắng vừa được ghi trong một trận bóng đá giữa hai đội một đội mặc màu đỏ và người kia mặc màu vàng,30567
7677915788.jpg,1,Một cầu thủ trên Đội bóng đá đỏ vừa ghi bàn trong khi đội đối thủ đồng hồ bóng đi vào,30567
7677915788.jpg,2,Một vài cầu thủ bóng đá chăm chú theo dõi bóng và thủ môn,30567
7677915788.jpg,3,Một số cầu thủ bóng đá xem một thủ môn cố gắng bảo vệ một cú đá,30567
7677915788.jpg,4,Đàn ông chơi bóng đá trên một cánh đồng ngoài trời,30567
7700078440.jpg,0,Một thành viên của một đội bóng chuyền vừa gửi bóng chuyền qua mạng trong khi đội khác đang cố gắng chặn nó,30592
7700078440.jpg,1,Hai đội bóng chuyền đối mặt với nhau và một đội đang sẵn sàng để chặn hoặc tăng đột biến quả bóng,30592
7700078440.jpg,2,Hai đội bóng chuyền nữ đang cạnh tranh trong một trận đấu bóng chuyền với khán giả trong nền,30592
7700078440.jpg,3,Hai đội phụ nữ đều mặc đồng phục cạnh tranh với nhau trong một trò chơi bóng chuyền,30592
7700078440.jpg,4,Một trò chơi mãnh liệt của bóng chuyền nữ đang diễn ra trong nhà,30592
7700080224.jpg,0,Hai đội bóng chuyền của phụ nữ đang cạnh tranh với nhau trên sân cá hồi và màu ngọc lam trong khi trọng tài trong đồng hồ đen,30594
7700080224.jpg,1,Phụ nữ thi đấu trong một trận đấu bóng chuyền trong Thế vận hội London,30594
7700080224.jpg,2,Phụ nữ chơi bóng chuyền trong khi hai trọng tài quản lý trò chơi,30594
7700080224.jpg,3,Hai đội gái đang chơi bóng chuyền,30594
7700080224.jpg,4,Một số phụ nữ đang chơi bóng chuyền,30594
7754646766.jpg,0,Một người phụ nữ mặc đồng phục bóng rổ màu trắng và đỏ với số mười lăm trên ngực của cô chuẩn bị bắn một cú ném phạt,30691
7754646766.jpg,1,Một nữ cầu thủ bóng rổ châu Á đang xếp hàng để ném miễn phí vì những người chơi khác xem,30691
7754646766.jpg,2,Một người phụ nữ mặc đồng phục bóng rổ màu đỏ và trắng và số chuẩn bị bắn một cú ném phạt,30691
7754646766.jpg,3,Một cầu thủ bóng rổ duyên dáng đứng ở hai điểm khi cô ném bóng,30691
7754646766.jpg,4,Nữ cầu thủ bóng rổ bắn một cú ném miễn phí,30691
7754828606.jpg,0,Một cầu thủ bóng chuyền nam trong màu đỏ cố gắng một cú đánh vào hai người chặn trong màu xanh và trắng trong một trận đấu bóng chuyền trong nhà Olympic,30693
7754828606.jpg,1,Một người đàn ông sắp tăng vọt một quả bóng chuyền chống lại một đội đối nghịch trong Thế vận hội,30693
7754828606.jpg,2,Một người đàn ông với đôi chân cơ bắp đang đánh một quả bóng chuyền qua lưới,30693
7754828606.jpg,3,Người đàn ông nhảy lên trên đội khác để tăng vọt bóng,30693
7754828606.jpg,4,Đàn ông đang chơi bóng chuyền trong Thế vận hội,30693
7757250094.jpg,0,Người đánh bóng giữ cho ánh mắt của mình trên quả bóng trong quá trình theo dõi với trọng tài và người bắt nhìn theo dõi với người xem đang xem đằng sau một hàng rào liên kết chuỗi,30701
7757250094.jpg,1,Một cầu thủ bóng chày trẻ tuổi xem bóng đi máy bay ngay sau khi tiếp xúc,30701
7757250094.jpg,2,Tất cả mọi người xem khi cậu bé đánh bóng qua công viên,30701
7757250094.jpg,3,Một cầu thủ bóng chày vung dơi của mình để đánh một quả bóng chày,30701
7757250094.jpg,4,Người chơi bóng chày chơi một trò chơi tại công viên,30701
7764482932.jpg,0,Một cầu thủ bóng chuyền tóc vàng trong một chiếc áo và kính râm không tay màu xám Bumps một quả bóng chuyền màu xanh trắng và vàng trong khi đứng trên cát,30714
7764482932.jpg,1,Một chiếc kính râm của cầu thủ bóng chuyền cho thấy sự phản chiếu của bóng chuyền ở phía trước mặt,30714
7764482932.jpg,2,Tôi sẽ đập bạn vào đầu cho những gì bạn đã làm với tôi đêm qua,30714
7764482932.jpg,3,Một người phụ nữ tóc vàng chơi bóng chuyền vào một ngày nắng ở bãi biển,30714
7764482932.jpg,4,Một cô gái đang chơi bóng chuyền trên bãi biển,30714
7812612114.jpg,0,Một cầu thủ bóng đá trong một chiếc áo trắng đang rơi xuống đất khi người chơi mặc áo xanh lấy bóng,30793
7812612114.jpg,1,Hai cầu thủ bóng đá màu xanh lá cây cố gắng đảm bảo bóng đá từ một cầu thủ mặc đồ trắng,30793
7812612114.jpg,2,Hai đội bóng đá đang cạnh tranh ở một sân vận động rực rỡ chứa đầy người xem,30793
7812612114.jpg,3,Một trò chơi bóng đá nơi đội đối nghịch cố gắng lấy lại bóng,30793
7812612114.jpg,4,Những người đàn ông đang ở giữa một trò chơi bóng đá,30793
7863346994.jpg,0,Trên sân bóng rổ ngoài trời một người đàn ông nhảy về phía cái vòng với quả bóng trong khi một số người chơi khác nhìn vào,30843
7863346994.jpg,1,Năm người đàn ông nhìn vào một người đàn ông khác nhảy lúng túng trong khi cố gắng bắn một quả bóng rổ,30843
7863346994.jpg,2,Một người đàn ông đang nhảy với quả bóng trong tay trong một trận bóng rổ nhặt,30843
7863346994.jpg,3,Đàn ông chơi bóng rổ anh chàng với quả bóng đang cố một layup,30843
7863346994.jpg,4,Một nhóm đàn ông chơi bóng rổ trên sân ngoài trời,30843
7920471750.jpg,0,Một cầu thủ bóng chày đang trượt vào đĩa nhà trong khi người bắt cố gắng gắn thẻ anh ta và trọng tâm và đồng hồ đánh đập,30887
7920471750.jpg,1,Một người chạy đang trượt vào tấm nhà cố gắng tránh người chơi người chơi khác xem tại một trận bóng chày,30887
7920471750.jpg,2,Một người chơi trượt về nhà khi những người bắt gặp phải ngăn anh ta và những người cân nhắc gần gũi,30887
7920471750.jpg,3,Một trọng tài đã sẵn sàng để thực hiện một cuộc gọi gần gũi trong một trò chơi bóng chày,30887
7920471750.jpg,4,Một chiếc đồng hồ Umpire như một cầu thủ bóng chày trượt về nhà,30887
7958174552.jpg,0,Hai người đàn ông mặc đồng phục và xe lăn đang tiếp cận một quả bóng trắng trên sân bóng rổ,30920
7958174552.jpg,1,Hai đội đang cạnh tranh tại bóng rổ lăn trong khi ngồi trong ghế đặc sản,30920
7958174552.jpg,2,Trong Thế vận hội đặc biệt đội bóng chuyền Canada đang bắn cho một chiến thắng,30920
7958174552.jpg,3,Những người đàn ông thách thức về thể chất trong xe lăn tham gia vào một sự kiện thể thao,30920
7958174552.jpg,4,Hai thành viên của một đội bóng rổ xe lăn cạnh tranh trong tip,30920
8040947572.jpg,0,Một cầu thủ bóng đá trong bộ đồng phục màu đỏ và đen mang số và một chiếc mũ bảo hiểm màu đen đang mang bóng và được bao quanh bởi những người chơi đối nghịch mặc đồng phục Pikesville màu trắng và tím,31025
8040947572.jpg,1,Một cầu thủ bóng đá trong một chiếc áo đỏ và đen đang cố gắng điều hành bóng đá xuống sân trong khi một nhóm người chơi mặc áo tím và trắng cố gắng ngăn chặn anh ta,31025
8040947572.jpg,2,Một đội bóng đá mặc màu tím và trắng cố gắng ngăn chặn người chạy bộ với quả bóng,31025
8040947572.jpg,3,Một nhóm các cầu thủ bóng đá cố gắng giải quyết một người chơi khác,31025
8040947572.jpg,4,Đội bóng đá chăm chỉ trong công việc,31025
8052575239.jpg,0,Hàng trăm người đang xem một trận bóng đá giữa một đội mặc áo xanh và một đội mặc áo xanh,31046
8052575239.jpg,1,Một quả bóng đá vừa được đá bởi một đội mặc đồng phục màu đen,31046
8052575239.jpg,2,Một đám đông xem hai đội chơi một trò chơi trên một cánh đồng,31046
8052575239.jpg,3,Đàn ông đang chơi sân bóng đá,31046
8052575239.jpg,4,Một trò chơi bóng đá hoặc một trò chơi bóng đá,31046
8112722587.jpg,0,Một người đàn ông mặc quần áo tennis màu xanh và niềng áo polo trắng để đánh bóng tennis,31125
8112722587.jpg,1,Một người chơi tennis bị nhốt trên quả bóng tennis bằng vợt và mắt,31125
8112722587.jpg,2,Một người đàn ông trung niên sắp đâm một quả bóng tennis bằng vợt của mình,31125
8112722587.jpg,3,Một người chơi tennis cố gắng một cú đánh trái vào,31125
8112722587.jpg,4,Một người đàn ông mặc áo sơ mi trắng đang chơi tennis,31125
8112734986.jpg,0,Một người chơi tennis trong những chiếc quần short màu xanh và một chiếc áo sơ mi trắng làm cho một cú hống hách mạnh về phía quả bóng tennis,31126
8112734986.jpg,1,Một trận đấu quần vợt của đàn ông trên Blue Court cho thấy cầu thủ một cách hoàn hảo bắt và trả lại bóng,31126
8112734986.jpg,2,Một người chơi tennis chuyên nghiệp trở lại một cú sút với một bàn tay trở lại từ không có đất của người đàn ông,31126
8112734986.jpg,3,Một người chơi tennis trả lại một phục vụ trở lại đối thủ của mình,31126
8112734986.jpg,4,Hai người đàn ông chơi tennis một người đang đánh bóng,31126
8127485677.jpg,0,Hai cô gái trên một cánh đồng đang chạy và sắp đi đến bóng đá để đá nó trong khi một cô gái khác đang chạy theo hướng của họ từ phía sau khi người hâm mộ đang xem tất cả từ khán đài,31141
8127485677.jpg,1,Đội bóng đá nữ xanh và trắng so với đội màu đỏ và trắng có vẻ mạnh mẽ,31141
8127485677.jpg,2,Hai cầu thủ bóng đá chiến đấu với sở hữu bóng đá,31141
8127485677.jpg,3,Hai cô gái đang chơi bóng đá và chiến đấu cho quả bóng,31141
8127485677.jpg,4,Hai cầu thủ bóng đá đang cạnh tranh cho quả bóng,31141
8188882833.jpg,0,Hai người chơi bóng chuyền nam trong bộ đồng phục màu xanh nhạt tăng vọt bóng qua lưới trong một trận đấu bóng chuyền của đàn ông,31224
8188882833.jpg,1,Đội Black sắp mất chức vô địch so với đội màu xanh,31224
8188882833.jpg,2,Hai người chơi bóng chuyền nam đi cho bóng,31224
8188882833.jpg,3,Tại sao người đàn ông trưởng thành chơi bóng chuyền,31224
8188882833.jpg,4,Đàn ông chơi bóng chuyền trong nhà,31224
8198726446.jpg,0,Bốn con đực hai đồng phục trắng Hai đồng phục kia mặc đồng phục màu đen đang lơ lửng quanh người đàn ông Mỹ gốc Phi người vừa nhảy lên không trung để thực hiện cú sút của mình với bóng rổ,31234
8198726446.jpg,1,Một trò chơi bóng rổ với người chơi mặc đồng phục màu đen sắp ghi vào khi được bao quanh bởi những người chơi màu trắng,31234
8198726446.jpg,2,Một cầu thủ bóng rổ lái đến hoop để được layup,31234
8198726446.jpg,3,Một người đàn ông đang đi để một dunk trong một trò chơi bóng rổ,31234
8198726446.jpg,4,Một cầu thủ bóng rổ đi tìm một layup,31234
8211471228.jpg,0,Một cầu thủ bóng rổ tiếp cận mạng trong không khí trong một nỗ lực để thực hiện một slam dunk trên phạm vi của đối thủ của mình,31243
8211471228.jpg,1,Trong một trò chơi bóng rổ một cầu thủ sắp dunk trong khi phe đối lập làm những gì anh ta có thể chặn nó,31243
8211471228.jpg,2,Một cầu thủ bóng rổ nhảy để làm cho giỏ như một người chơi đội đối thủ nhảy để cố gắng chặn,31243
8211471228.jpg,3,Hai cầu thủ bóng rổ nhảy lên không trung vì một người sắp làm một dunk slam,31243
8211471228.jpg,4,Một số người đàn ông đang chơi bóng rổ tại một phòng tập thể dục trung học,31243
8218123217.jpg,0,Ở giữa một trò chơi bóng đá với Quan đông Greenbay ném bóng đá,31252
8218123217.jpg,1,Aaron Rodgers ném một đường chuyền trong một trận bóng đá chống lại Hồng y Arizona,31252
8218123217.jpg,2,Một cầu thủ bóng đá cho The Green Bay Packers ném bóng đá trong một trận đấu,31252
8218123217.jpg,3,Một cầu thủ bóng đá ném bóng khi các cầu thủ bóng đá khác nhìn vào,31252
8218123217.jpg,4,Aaron Rodgers ném bóng đá trong một trò chơi,31252
8234387593.jpg,0,Một người chơi trong bộ đồng phục trắng và đỏ đi cho một layup trong khi người chơi có đồng phục màu đỏ và đen chặn cú sút thử,31265
8234387593.jpg,1,cầu thủ bóng rổ Vying cho bóng và một trong áo đỏ đang cố gắng lấy bóng từ chàng mặc áo trắng,31265
8234387593.jpg,2,Bốn chàng trai trắng chơi bóng rổ và trông giống như chiếc áo trắng sắp xếp điểm trên chiếc áo đỏ,31265
8234387593.jpg,3,Hai thanh niên chơi bóng rổ người ta bảo vệ người kia cố gắng làm một cái giỏ,31265
8234387593.jpg,4,Hai thanh niên một trong một chiếc áo trắng và một trong áo đỏ chơi bóng rổ,31265
8245313425.jpg,0,Hai cầu thủ bóng rổ trên các đội đối lập một màu trắng một trong màu đỏ là trò chơi giữa chạy xuống toà án cầu thủ đồng phục trắng với bóng trong tay,31283
8245313425.jpg,1,Một cầu thủ bóng rổ chuẩn bị thực hiện một cú ném trong khi đối thủ của anh ta bảo vệ,31283
8245313425.jpg,2,người chơi bóng rổ cả hai giữa không trung,31283
8245313425.jpg,3,Hai đội bóng rổ đại học dupping nó ra,31283
8245313425.jpg,4,Hai cầu thủ bóng rổ trong hành động,31283
8245366095.jpg,0,Một cầu thủ bóng rổ nữ trong một chiếc áo trắng đang trong quá trình thực hiện một động thái với quả bóng xung quanh một cầu thủ đối nghịch trong một chiếc áo xanh,31284
8245366095.jpg,1,Một trò chơi bóng rổ nữ với cô gái trong thời gian trắng rê bóng bóng với các cô gái mặc đồ đen,31284
8245366095.jpg,2,Một trò chơi bóng rổ nữ đang diễn ra đội màu trắng có bóng với đội đối phương mặc màu xanh,31284
8245366095.jpg,3,Một cô gái chạy với một quả bóng rổ trong khi một người khác cố gắng đánh cắp bóng từ cô,31284
8245366095.jpg,4,Một cô gái có bóng trong một trò chơi bóng rổ,31284
944374205.jpg,0,Những đứa trẻ ăn mặc tương tự đang chơi bóng đá trong một cánh đồng rocky trước một toà nhà,31620
944374205.jpg,1,Một nhóm các chàng trai chơi bóng đá trên cỏ trong khi người khác nhìn xuống từ một tảng đá,31620
944374205.jpg,2,Một nhóm các chàng trai trẻ đang chơi bóng đá trước một ngọn đồi nhỏ,31620
944374205.jpg,3,Tám con trai chơi bóng đá trên cỏ,31620
944374205.jpg,4,Trẻ em chơi bóng đá trong một lĩnh vực,31620
